Region,Province,Area_display,Year,Price,Households,UnitsPer1k,GRDP_Const2018,Consumption_Const2018,PTI,EmploymentRate_2024_2025_avg,Flood_Index_0to1,StormSurge_Index_0to1,Landslide_Index_0to1,Price_proxy,Households_proxy,Units_proxy,GRDP_proxy,Consumption_proxy,PTI_proxy,Hazard_proxy,AvgIncome_per_HH,Nearest_Fault_Name,Fault_Distance_km,Hazard_source,Flood_Level,StormSurge_Level,Landslide_Level,Fault_Proximity_Level,Flood_Tooltip,StormSurge_Tooltip,Landslide_Tooltip,Fault_Tooltip,Flood_Tooltip_ASCII,StormSurge_Tooltip_ASCII,Landslide_Tooltip_ASCII,Fault_Tooltip_ASCII,Flood_Level_tips,Flood_Level_Num,Landslide_Level_tips,Landslide_Level_Num,StormSurge_Level_tips,StormSurge_Level_Num,Flood_Level_Simple,StormSurge_Level_Simple,Landslide_Level_Simple,Fault_Proximity_Index,Fault_Proximity_Level_Simple,AvgIncome_per_HH_city,AvgIncome_per_HH_prov,AvgIncome_per_HH_ncr,name_key,prov_key,Area_slug,City,Flood_Level_tips_ascii,StormSurge_Level_tips_ascii,Landslide_Level_tips_ascii
Region IV-A,Batangas,Batangas City,2024,14317432.620023375,256959.6046399912,762956.8425028953,1019484031.9613342,49394.54328955404,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,403093.3429186802,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,403093.3429186802,403093.3429186802,528100.9087916539,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Batangas,Batangas City,2025,14596735.979606183,263357.15068763355,777731.0457062015,1050146934.713796,49841.43556431335,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,416899.3631062849,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,416899.3631062849,416899.3631062849,549739.3761964802,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Batangas,Batangas City,2026,14875142.912948811,269913.67333275214,792790.645019526,1080809837.4662578,50292.37105299752,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,431178.7271004765,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,431178.7271004765,431178.7271004765,572264.4606546622,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Batangas,Batangas City,2027,15152758.251427278,276633.115526926,808141.1399959382,1111472740.2187295,50747.38633618712,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,445947.6802165434,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,445947.6802165434,445947.6802165434,595712.4905153749,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Batangas,Batangas City,2028,15429679.790195497,283519.51782748307,823788.1359037356,1142135642.9711914,51206.51832542173,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,461223.02588104346,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,461223.02588104346,461223.02588104346,620121.2826497357,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Batangas,Batangas City,2029,15705998.963532962,290577.02080902667,839737.3457535374,1172798545.723653,51669.804266194704,20.0,94.22317323191902,0.6,0.6,0.2,True,True,True,True,True,True,True,477022.1448252382,Lubang Fault,10.5,Province-inherited,Medium,Medium,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 10.5 at 10.5 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Medium (NOAH level 2/3, index 0.60)",0.5,Medium,Medium,Low,0.65,Low,477022.1448252382,477022.1448252382,645530.2034417075,batangas,batangas,batangas-city,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Medium (NOAH level 2/3, index 0.60)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2024,14317432.620023375,164215.9561739301,944042.8299118554,509742015.9806672,24697.271644777025,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,424977.0680003376,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,424977.0680003376,424977.0680003376,528100.9087916539,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2025,14596735.979606183,168304.45538707377,962323.6550185378,525073467.356898,24920.71778215668,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,439532.6097455788,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,439532.6097455788,439532.6097455788,549739.3761964802,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2026,14875142.912948811,172494.5522579522,980957.6143214658,540404918.7331289,25146.18552649876,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,454587.1928831264,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,454587.1928831264,454587.1928831264,572264.4606546622,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2027,15152758.251427278,176788.76662062478,999951.5126795172,555736370.1093647,25373.69316809356,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,470157.9446778704,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,470157.9446778704,470157.9446778704,595712.4905153749,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2028,15429679.790195497,181189.6806863539,1019312.2857580552,571067821.4855957,25603.259162710867,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,486262.5808055392,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,486262.5808055392,486262.5808055392,620121.2826497357,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Biñan,2029,15705998.963532962,185699.9405847464,1039047.002537147,586399272.8618265,25834.902133097352,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,502919.4255881309,Valley Fault System,1.1,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.1 at 1.1 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9633333333333334,Low,502919.4255881309,502919.4255881309,645530.2034417075,binan,laguna,bi-an,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2024,3880100.548240364,131609.61497386594,610934.8815100556,462181640.25071406,30243.398790217503,12.816302558809978,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,302747.26508958446,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,302747.26508958446,302747.26508958446,528100.9087916539,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2025,3945982.691454042,134741.43389470712,622242.1961616863,476890075.6281065,30314.429047606125,12.588750558493762,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,313453.0844120703,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,313453.0844120703,313453.0844120703,549739.3761964802,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2026,4011074.343180965,137947.15393922344,633756.5459152603,491598511.0054993,30385.62612809229,12.359300126486708,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,324538.9546439605,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,324538.9546439605,324538.9546439605,572264.4606546622,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2027,4075414.379218891,141228.5040963234,645481.6800818386,506306946.38288575,30456.990423479987,12.128544599157038,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,336018.41885481804,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,336018.41885481804,336018.41885481804,595712.4905153749,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2028,4139038.837234794,144587.2534563011,657421.4151123303,521015381.76027846,30528.52232649356,11.897020263672696,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,347905.50452984124,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,347905.50452984124,347905.50452984124,620121.2826497357,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Cabanatuan,2029,4201981.197096017,148025.21213274778,669579.6357860594,535723817.1376709,30600.222230779666,11.665211662050128,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,360214.74096060515,Unnamed Fault,5.4,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 5.4 at 5.4 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.82,Low,360214.74096060515,360214.74096060515,645530.2034417075,cabanatuan,nueva ecija,cabanatuan,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Cabuyao,2024,14317432.620023375,164215.9561739301,944042.8299118554,509742015.9806672,24697.271644777025,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,424977.0680003376,Valley Fault System,0.0,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,1.0,Low,424977.0680003376,424977.0680003376,528100.9087916539,cabuyao,laguna,cabuyao,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
