Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1907.2427
NCR,ncr,,,,city/municipality,2023,12,0.0,1953.1181
NCR,ncr,,,,city/municipality,2023,12,0.0,1953.1181
NCR,ncr,,,,city/municipality,2023,12,,1446.8139
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1867.8002
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1250.0283
NCR,ncr,,,,city/municipality,2023,12,,1953.1181
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1907.2427
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1907.2427
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1806.5536
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1867.8002
NCR,ncr,,,,city/municipality,2023,12,0.0,1250.0283
NCR,ncr,,,,city/municipality,2023,12,0.0,1867.8002
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1790.0117
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1786.2474
NCR,ncr,,,,city/municipality,2023,12,0.0,1953.1181
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1489.3816
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1889.7817
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1806.5536
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1867.8002
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1907.2427
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1518.1568
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1250.0283
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1867.8002
NCR,ncr,,,,city/municipality,2023,12,,1446.8139
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1518.1568
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.6175
NCR,ncr,,,,city/municipality,2023,12,0.0,1531.5487
NCR,ncr,,,,city/municipality,2023,12,0.0,1531.5487
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1250.0283
NCR,ncr,,,,city/municipality,2023,12,0.0,1953.1181
NCR,ncr,,,,city/municipality,2023,12,0.0,1446.8139
NCR,ncr,,,,city/municipality,2023,12,0.0,1953.1181
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1867.8002
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1510.1315
NCR,ncr,,,,city/municipality,2023,12,0.0,1466.9707
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1916.11
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1552.8861
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1267.4435
NCR,ncr,,,,city/municipality,2023,12,0.0,1267.4435
NCR,ncr,,,,city/municipality,2023,12,0.0,1466.9707
NCR,ncr,,,,city/municipality,2023,12,0.0,1510.1315
NCR,ncr,,,,city/municipality,2023,12,0.0,1814.9499
NCR,ncr,,,,city/municipality,2023,12,0.0,1267.4435
NCR,ncr,,,,city/municipality,2023,12,0.0,1466.9707
NCR,ncr,,,,city/municipality,2023,12,0.0,1980.3287
NCR,ncr,,,,city/municipality,2023,12,,1980.3287
NCR,ncr,,,,city/municipality,2023,12,0.0,1646.6851
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1561.0673
NCR,ncr,,,,city/municipality,2023,12,0.0,1552.8861
NCR,ncr,,,,city/municipality,2023,12,0.0,1552.8861
NCR,ncr,,,,city/municipality,2023,12,0.0,1980.3287
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,,,,city/municipality,2023,12,0.0,1933.8142
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1510.1315
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1561.0673
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1510.1315
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1814.9499
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,,,,city/municipality,2023,12,,1466.9707
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1561.0673
NCR,ncr,,,,city/municipality,2023,12,0.0,1510.1315
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1893.8222
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1893.8222
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1831.7223
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1539.3076
NCR,ncr,,,,city/municipality,2023,12,0.0,1814.9499
NCR,ncr,,,,city/municipality,2023,12,,1980.3287
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1510.1315
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1964.3783
NCR,ncr,,,,city/municipality,2023,12,0.0,1600.3919
NCR,ncr,,,,city/municipality,2023,12,0.0,1856.7571
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,0.0,2030.2148
NCR,ncr,,,,city/municipality,2023,12,0.0,1856.7571
NCR,ncr,,,,city/municipality,2023,12,0.0,1299.3715
NCR,ncr,,,,city/municipality,2023,12,0.0,1592.0045
NCR,ncr,,,,city/municipality,2023,12,0.0,1299.3715
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1877.8648
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,0.0,1964.3783
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1860.6699
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1600.3919
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1982.5285
NCR,ncr,,,,city/municipality,2023,12,0.0,1941.529
NCR,ncr,,,,city/municipality,2023,12,0.0,1299.3715
NCR,ncr,,,,city/municipality,2023,12,0.0,1299.3715
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,0.0,1877.8648
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1964.3783
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1548.1729
NCR,ncr,,,,city/municipality,2023,12,,1600.3919
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1600.3919
NCR,ncr,,,,city/municipality,2023,12,0.0,1592.0045
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1299.3715
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1964.3783
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1548.1729
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1299.3715
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1592.0045
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1578.0839
NCR,ncr,NCR,Mandaluyong,mandaluyong,city/municipality,2023,12,1.0,1860.6699
NCR,ncr,,,,city/municipality,2023,12,0.0,2030.2148
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.9249
NCR,ncr,,,,city/municipality,2023,12,,1503.9249
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,0.0,1856.7571
NCR,ncr,,,,city/municipality,2023,12,0.0,1877.8648
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,,1578.0839
NCR,ncr,,,,city/municipality,2023,12,0.0,1860.6699
NCR,ncr,,,,city/municipality,2023,12,0.0,1592.0045
NCR,ncr,,,,city/municipality,2023,12,0.0,1299.3715
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.9249
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.9249
NCR,ncr,,,,city/municipality,2023,12,,2030.2148
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1600.3919
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1600.3919
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1600.3919
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.9249
NCR,ncr,,,,city/municipality,2023,12,0.0,1600.3919
NCR,ncr,,,,city/municipality,2023,12,0.0,1592.0045
NCR,ncr,,,,city/municipality,2023,12,0.0,1688.1664
NCR,ncr,,,,city/municipality,2023,12,0.0,1548.1729
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1548.1729
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,1860.6699
NCR,ncr,,,,city/municipality,2023,12,0.0,1503.9249
NCR,ncr,,,,city/municipality,2023,12,0.0,2030.2148
NCR,ncr,,,,city/municipality,2023,12,0.0,1684.8788
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1960.5528
NCR,ncr,,,,city/municipality,2023,12,0.0,1874.2078
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1853.1413
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1575.0108
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1296.841
NCR,ncr,,,,city/municipality,2023,12,0.0,1575.0108
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1597.2752
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,1545.158
NCR,ncr,City Of Manila,Ermita,ermita,city/municipality,2023,12,1.0,1857.0464
NCR,ncr,,,,city/municipality,2023,12,0.0,1588.9042
NCR,ncr,,,,city/municipality,2023,12,0.0,1500.9961
NCR,ncr,,,,city/municipality,2023,12,0.0,1684.8788
NCR,ncr,,,,city/municipality,2023,12,0.0,1575.0108
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1960.5528
NCR,ncr,,,,city/municipality,2023,12,0.0,1874.2078
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1937.7481
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1545.158
NCR,ncr,,,,city/municipality,2023,12,0.0,1597.2752
NCR,ncr,,,,city/municipality,2023,12,0.0,1588.9042
NCR,ncr,,,,city/municipality,2023,12,0.0,1588.9042
NCR,ncr,,,,city/municipality,2023,12,0.0,1937.7481
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1588.9042
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,1545.158
NCR,ncr,NCR,Muntinlupa,muntinlupa,city/municipality,2023,12,1.0,1597.2752
NCR,ncr,,,,city/municipality,2023,12,0.0,1296.841
